Unnamed: 0,疾病病种,发病数,死亡数,date,year,month,url
4067,狂犬病,0.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4068,流行性乙型脑炎,0.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4069,登革热,2.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4070,炭疽,0.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4071,细菌性和阿米巴性痢疾,67.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4072,肺结核,2452.0,7.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4073,伤寒与副伤寒,5.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4074,流行性脑脊髓膜炎,0.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4075,百日咳,6.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4076,白喉,0.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4077,新生儿破伤风,0.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4078,猩红热,26.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4079,布鲁氏菌病,14.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4080,淋病,577.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4081,梅毒,2286.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4082,钩端螺旋体病,0.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4083,血吸虫病,0.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4084,疟疾,5.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4085,人感染H7N9禽流感,0.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4086,新冠肺炎,39.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4087,丙类传染病合计,5155.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4088,流行性感冒,1492.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4089,流行性腮腺炎,194.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4090,风疹,5.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4091,急性出血性结膜炎,31.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4092,麻风病,0.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4093,斑疹伤寒,0.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4094,黑热病,0.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4095,包虫病,0.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4096,丝虫病,0.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4097,其它感染性腹泻病,3257.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4098,手足口病,176.0,0.0,2020-3,2020,3,http://wsjkw.zj.gov.cn/art/2020/4/17/art_1229123469_468916.html
4099,甲乙丙类总计,13661.0,18.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4100,甲乙类传染病合计,8595.0,18.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4101,鼠疫,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4102,霍乱,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4103,传染性非典型肺炎,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4104,艾滋病,157.0,16.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4105,病毒性肝炎,1686.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4106,甲型肝炎,23.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4107,乙型肝炎,1248.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4108,丙型肝炎,291.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4109,丁型肝炎,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4110,戊型肝炎,96.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4111,肝炎未分型,28.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4112,脊髓灰质炎,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4113,人感染高致病性禽流感,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4114,麻疹,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4115,流行性出血热,22.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4116,狂犬病,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4117,流行性乙型脑炎,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4118,登革热,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4119,炭疽,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4120,细菌性和阿米巴性痢疾,103.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4121,肺结核,2928.0,2.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4122,伤寒与副伤寒,9.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4123,流行性脑脊髓膜炎,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4124,百日咳,9.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4125,白喉,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4126,新生儿破伤风,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4127,猩红热,21.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4128,布鲁氏菌病,15.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4129,淋病,781.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4130,梅毒,2847.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4131,钩端螺旋体病,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4132,血吸虫病,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4133,疟疾,6.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4134,人感染H7N9禽流感,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4135,新冠肺炎,11.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4136,丙类传染病合计,5066.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4137,流行性感冒,748.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4138,流行性腮腺炎,204.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4139,风疹,2.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4140,急性出血性结膜炎,25.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4141,麻风病,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4142,斑疹伤寒,1.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4143,黑热病,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4144,包虫病,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4145,丝虫病,0.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4146,其它感染性腹泻病,3894.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4147,手足口病,192.0,0.0,2020-4,2020,4,http://wsjkw.zj.gov.cn/art/2020/5/13/art_1229123469_468917.html
4148,甲乙丙类总计,17794.0,24.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4149,甲乙类传染病合计,9117.0,24.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4150,鼠疫,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4151,霍乱,1.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4152,传染性非典型肺炎,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4153,艾滋病,161.0,16.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4154,病毒性肝炎,1729.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4155,甲型肝炎,30.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4156,乙型肝炎,1290.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4157,丙型肝炎,261.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4158,丁型肝炎,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4159,戊型肝炎,119.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4160,肝炎未分型,29.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4161,脊髓灰质炎,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4162,人感染高致病性禽流感,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4163,麻疹,7.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4164,流行性出血热,37.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4165,狂犬病,1.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4166,流行性乙型脑炎,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4167,登革热,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4168,炭疽,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4169,细菌性和阿米巴性痢疾,164.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4170,肺结核,2982.0,8.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4171,伤寒与副伤寒,16.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4172,流行性脑脊髓膜炎,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4173,百日咳,5.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4174,白喉,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4175,新生儿破伤风,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4176,猩红热,27.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4177,布鲁氏菌病,15.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4178,淋病,1103.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4179,梅毒,2865.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4180,钩端螺旋体病,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4181,血吸虫病,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4182,疟疾,4.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4183,人感染H7N9禽流感,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4184,新冠肺炎,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4185,丙类传染病合计,8677.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4186,流行性感冒,908.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4187,流行性腮腺炎,370.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4188,风疹,3.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4189,急性出血性结膜炎,28.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4190,麻风病,3.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4191,斑疹伤寒,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4192,黑热病,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4193,包虫病,1.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4194,丝虫病,0.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4195,其它感染性腹泻病,7050.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4196,手足口病,314.0,0.0,2020-5,2020,5,http://wsjkw.zj.gov.cn/art/2020/6/11/art_1229123469_468918.html
4197,甲乙丙类总计,19072.0,26.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4198,甲乙类传染病合计,9138.0,26.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4199,鼠疫,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4200,霍乱,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4201,传染性非典型肺炎,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4202,艾滋病,191.0,21.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4203,病毒性肝炎,1936.0,1.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4204,甲型肝炎,28.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4205,乙型肝炎,1388.0,1.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4206,丙型肝炎,363.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4207,丁型肝炎,1.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4208,戊型肝炎,107.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4209,肝炎未分型,49.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4210,脊髓灰质炎,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4211,人感染高致病性禽流感,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4212,麻疹,9.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4213,流行性出血热,30.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4214,狂犬病,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4215,流行性乙型脑炎,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4216,登革热,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4217,炭疽,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4218,细菌性和阿米巴性痢疾,198.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4219,肺结核,2972.0,4.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4220,伤寒与副伤寒,20.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4221,流行性脑脊髓膜炎,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4222,百日咳,2.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4223,白喉,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4224,新生儿破伤风,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4225,猩红热,32.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4226,布鲁氏菌病,13.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4227,淋病,1255.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4228,梅毒,2477.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4229,钩端螺旋体病,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4230,血吸虫病,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4231,疟疾,2.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4232,人感染H7N9禽流感,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4233,新冠肺炎,1.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4234,丙类传染病合计,9934.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4235,流行性感冒,779.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4236,流行性腮腺炎,423.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4237,风疹,12.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4238,急性出血性结膜炎,32.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4239,麻风病,1.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4240,斑疹伤寒,1.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4241,黑热病,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4242,包虫病,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4243,丝虫病,0.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4244,其它感染性腹泻病,8299.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4245,手足口病,387.0,0.0,2020-6,2020,6,http://wsjkw.zj.gov.cn/art/2020/7/23/art_1229123469_1425605.html
4246,甲乙丙类总计,20810.0,41.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4247,甲乙类传染病合计,9962.0,41.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4248,鼠疫,0.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4249,霍乱,1.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4250,传染性非典型肺炎,0.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4251,艾滋病,178.0,34.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4252,病毒性肝炎,2036.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4253,甲型肝炎,44.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4254,乙型肝炎,1437.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4255,丙型肝炎,409.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4256,丁型肝炎,1.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4257,戊型肝炎,112.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4258,肝炎未分型,33.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4259,脊髓灰质炎,0.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4260,人感染高致病性禽流感,0.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4261,麻疹,5.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4262,流行性出血热,22.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4263,狂犬病,0.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4264,流行性乙型脑炎,1.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4265,登革热,0.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4266,炭疽,0.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4267,细菌性和阿米巴性痢疾,181.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4268,肺结核,3129.0,7.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4269,伤寒与副伤寒,21.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4270,流行性脑脊髓膜炎,0.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4271,百日咳,3.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4272,白喉,0.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4273,新生儿破伤风,0.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
