疾病病种,发病数,date,year,month,url
登革热,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
炭疽,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
细菌性和阿米巴性痢疾,1.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
肺结核,208.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
伤寒和副伤寒,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
流行性脑脊髓膜炎,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
百日咳,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
白喉,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
新生儿破伤风,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
猩红热,3.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
布鲁氏菌病,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
淋病,113.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
梅毒,416.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
钩端螺旋体病,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
血吸虫病,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
疟疾,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
人感染H7N9禽流感,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
新型冠状病毒感染,7946.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
丙类传染病合计,113.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
流行性感冒,62.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
流行性腮腺炎,4.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
风疹,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
急性出血性结膜炎,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
麻风病,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
斑疹伤寒,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
黑热病,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
包虫病,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
丝虫病,0.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
其它感染性腹泻病,35.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
手足口病,12.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
甲乙丙类总计,8876.0,2023-1,2023,1,/yqxx/20230429/53e345a73a024477998bedc871b1b905.html
甲乙类传染病合计,4822.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
鼠疫,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
霍乱,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
传染性非典型肺炎,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
艾滋病,71.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
病毒性肝炎,104.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
其中:（1）甲肝,14.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
（2）乙肝,9.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
（3）丙肝,2.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
（4）丁肝,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
（5）戊肝,78.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
（6）肝炎（未分型）,1.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
脊髓灰质炎,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
人感染高致病性禽流感,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
麻疹,1.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
流行性出血热,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
狂犬病,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
流行性乙型脑炎,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
登革热,12.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
炭疽,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
细菌性和阿米巴性痢疾,1.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
肺结核,449.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
伤寒和副伤寒,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
流行性脑脊髓膜炎,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
百日咳,22.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
白喉,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
新生儿破伤风,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
猩红热,40.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
布鲁氏菌病,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
淋病,193.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
梅毒,894.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
钩端螺旋体病,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
血吸虫病,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
疟疾,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
人感染H7N9禽流感,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
新型冠状病毒感染,3019.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
猴痘,16.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
丙类传染病合计,14328.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
流行性感冒,9636.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
流行性腮腺炎,56.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
风疹,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
急性出血性结膜炎,1.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
麻风病,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
斑疹伤寒,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
黑热病,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
包虫病,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
丝虫病,0.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
其它感染性腹泻病,358.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
手足口病,4277.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
甲乙丙类总计,19150.0,2023-10,2023,10,/yqxx/20231124/3f94b88453564096bb8eb9e9a4588323.html
甲乙类传染病合计,3078.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
鼠疫,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
霍乱,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
传染性非典型肺炎,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
艾滋病,27.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
病毒性肝炎,129.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
其中:（1）甲肝,20.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
（2）乙肝,14.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
（3）丙肝,3.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
（4）丁肝,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
（5）戊肝,92.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
（6）肝炎（未分型）,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
脊髓灰质炎,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
人感染高致病性禽流感,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
麻疹,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
流行性出血热,1.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
狂犬病,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
流行性乙型脑炎,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
登革热,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
炭疽,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
细菌性和阿米巴性痢疾,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
肺结核,461.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
伤寒和副伤寒,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
流行性脑脊髓膜炎,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
百日咳,52.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
白喉,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
新生儿破伤风,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
猩红热,66.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
布鲁氏菌病,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
淋病,225.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
梅毒,950.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
钩端螺旋体病,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
血吸虫病,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
疟疾,2.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
人感染H7N9禽流感,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
新型冠状病毒感染,1157.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
猴痘,8.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
丙类传染病合计,24717.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
流行性感冒,22852.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
流行性腮腺炎,47.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
风疹,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
急性出血性结膜炎,2.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
麻风病,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
斑疹伤寒,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
黑热病,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
包虫病,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
丝虫病,0.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
其它感染性腹泻病,297.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
手足口病,1519.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
甲乙丙类总计,27795.0,2023-11,2023,11,/yqxx/20231221/12d9abc2b20a4565a2c50213a898a424.html
甲乙类传染病合计,4519.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
鼠疫,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
霍乱,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
传染性非典型肺炎,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
艾滋病,15.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
病毒性肝炎,99.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
其中:（1）甲肝,12.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
（2）乙肝,28.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
（3）丙肝,5.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
（4）丁肝,1.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
（5）戊肝,53.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
（6）肝炎（未分型）,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
脊髓灰质炎,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
人感染高致病性禽流感,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
麻疹,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
流行性出血热,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
狂犬病,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
流行性乙型脑炎,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
登革热,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
炭疽,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
细菌性和阿米巴性痢疾,2.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
肺结核,375.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
伤寒和副伤寒,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
流行性脑脊髓膜炎,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
百日咳,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
白喉,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
新生儿破伤风,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
猩红热,4.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
布鲁氏菌病,1.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
淋病,136.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
梅毒,708.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
钩端螺旋体病,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
血吸虫病,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
疟疾,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
人感染H7N9禽流感,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
新型冠状病毒感染,3179.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
丙类传染病合计,4205.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
流行性感冒,4001.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
流行性腮腺炎,18.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
风疹,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
急性出血性结膜炎,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
麻风病,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
斑疹伤寒,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
黑热病,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
包虫病,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
丝虫病,0.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
其它感染性腹泻病,147.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
手足口病,39.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
甲乙丙类总计,8724.0,2023-2,2023,2,/yqxx/20230429/c1028c985ead435581ec28565bdb0277.html
甲乙类传染病合计,5390.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
鼠疫,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
霍乱,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
传染性非典型肺炎,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
艾滋病,50.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
病毒性肝炎,121.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
其中:（1）甲肝,15.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
（2）乙肝,14.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
（3）丙肝,1.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
（4）丁肝,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
（5）戊肝,90.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
（6）肝炎（未分型）,1.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
脊髓灰质炎,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
人感染高致病性禽流感,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
麻疹,1.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
流行性出血热,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
狂犬病,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
流行性乙型脑炎,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
登革热,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
炭疽,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
细菌性和阿米巴性痢疾,1.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
肺结核,557.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
伤寒和副伤寒,1.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
流行性脑脊髓膜炎,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
百日咳,4.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
白喉,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
新生儿破伤风,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
猩红热,7.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
布鲁氏菌病,1.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
淋病,208.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
梅毒,939.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
钩端螺旋体病,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
血吸虫病,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
疟疾,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
人感染H7N9禽流感,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
新型冠状病毒感染,3500.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
丙类传染病合计,47861.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
流行性感冒,47542.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
流行性腮腺炎,38.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
风疹,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
急性出血性结膜炎,2.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
麻风病,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
斑疹伤寒,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
黑热病,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
包虫病,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
丝虫病,0.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
其它感染性腹泻病,231.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
手足口病,48.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
甲乙丙类总计,53251.0,2023-3,2023,3,/yqxx/20230429/3b7c0e4bd1ea4bf28da9b908919e64ef.html
甲乙类传染病合计,9394.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
鼠疫,0.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
霍乱,0.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
传染性非典型肺炎,0.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
艾滋病,31.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
病毒性肝炎,145.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
其中:（1）甲肝,17.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
（2）乙肝,13.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
（3）丙肝,4.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
（4）丁肝,0.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
（5）戊肝,111.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
（6）肝炎（未分型）,0.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
脊髓灰质炎,0.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
人感染高致病性禽流感,0.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
麻疹,1.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
流行性出血热,0.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
狂犬病,0.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
流行性乙型脑炎,0.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
登革热,1.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
炭疽,0.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
细菌性和阿米巴性痢疾,0.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
肺结核,455.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
伤寒和副伤寒,1.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
流行性脑脊髓膜炎,0.0,2023-4,2023,4,/yqxx/20230526/390c181d201c4ee2a096eb7282833c52.html
