疾病病种,发病数,死亡数,date
丁型肝炎,2.0,0.0,2016-7
戊型肝炎,146.0,0.0,2016-7
肝炎未分型,119.0,0.0,2016-7
脊髓灰质炎,0.0,0.0,2016-7
人感染高致病性禽流感,0.0,0.0,2016-7
麻疹,20.0,0.0,2016-7
流行性出血热,19.0,0.0,2016-7
狂犬病,1.0,1.0,2016-7
流行性乙型脑炎,5.0,0.0,2016-7
登革热,8.0,0.0,2016-7
炭疽,0.0,0.0,2016-7
细菌性和阿米巴性痢疾,255.0,0.0,2016-7
肺结核,3124.0,5.0,2016-7
伤寒与副伤寒,67.0,0.0,2016-7
流行性脑脊髓膜炎,0.0,0.0,2016-7
百日咳,16.0,0.0,2016-7
白喉,0.0,0.0,2016-7
新生儿破伤风,1.0,0.0,2016-7
猩红热,136.0,0.0,2016-7
布鲁氏菌病,11.0,0.0,2016-7
淋病,1556.0,0.0,2016-7
梅毒,3282.0,0.0,2016-7
钩端螺旋体病,0.0,0.0,2016-7
血吸虫病,0.0,0.0,2016-7
疟疾,28.0,0.0,2016-7
人感染H7N9禽流感,0.0,0.0,2016-7
丙类传染病合计,36115.0,2.0,2016-7
流行性感冒,200.0,0.0,2016-7
流行性腮腺炎,830.0,0.0,2016-7
风疹,11.0,0.0,2016-7
急性出血性结膜炎,78.0,0.0,2016-7
麻风病,2.0,0.0,2016-7
斑疹伤寒,0.0,0.0,2016-7
黑热病,0.0,0.0,2016-7
包虫病,0.0,0.0,2016-7
丝虫病,0.0,0.0,2016-7
其它感染性腹泻病,9411.0,0.0,2016-7
手足口病,25583.0,2.0,2016-7
甲乙丙类总计,34751.0,34.0,2016-8
甲乙类传染病合计,11269.0,34.0,2016-8
鼠疫,0.0,0.0,2016-8
霍乱,1.0,0.0,2016-8
传染性非典型肺炎,0.0,0.0,2016-8
艾滋病,155.0,25.0,2016-8
病毒性肝炎,2059.0,2.0,2016-8
甲型肝炎,32.0,0.0,2016-8
乙型肝炎,1459.0,2.0,2016-8
丙型肝炎,267.0,0.0,2016-8
丁型肝炎,1.0,0.0,2016-8
戊型肝炎,158.0,0.0,2016-8
肝炎未分型,142.0,0.0,2016-8
脊髓灰质炎,0.0,0.0,2016-8
人感染高致病性禽流感,0.0,0.0,2016-8
麻疹,12.0,0.0,2016-8
流行性出血热,16.0,0.0,2016-8
狂犬病,2.0,2.0,2016-8
流行性乙型脑炎,9.0,0.0,2016-8
登革热,9.0,0.0,2016-8
炭疽,0.0,0.0,2016-8
细菌性和阿米巴性痢疾,314.0,0.0,2016-8
肺结核,3288.0,4.0,2016-8
伤寒与副伤寒,78.0,0.0,2016-8
流行性脑脊髓膜炎,0.0,0.0,2016-8
百日咳,19.0,0.0,2016-8
白喉,0.0,0.0,2016-8
新生儿破伤风,1.0,0.0,2016-8
猩红热,76.0,0.0,2016-8
布鲁氏菌病,6.0,0.0,2016-8
淋病,1605.0,0.0,2016-8
梅毒,3604.0,0.0,2016-8
钩端螺旋体病,0.0,0.0,2016-8
血吸虫病,1.0,0.0,2016-8
疟疾,14.0,1.0,2016-8
人感染H7N9禽流感,0.0,0.0,2016-8
丙类传染病合计,23482.0,0.0,2016-8
流行性感冒,205.0,0.0,2016-8
流行性腮腺炎,661.0,0.0,2016-8
风疹,2.0,0.0,2016-8
急性出血性结膜炎,84.0,0.0,2016-8
麻风病,2.0,0.0,2016-8
斑疹伤寒,0.0,0.0,2016-8
黑热病,0.0,0.0,2016-8
包虫病,0.0,0.0,2016-8
丝虫病,0.0,0.0,2016-8
其它感染性腹泻病,12124.0,0.0,2016-8
手足口病,10404.0,0.0,2016-8
甲乙丙类总计,25426.0,27.0,2016-9
甲乙类传染病合计,10359.0,27.0,2016-9
霍乱,1.0,0.0,2016-9
传染性非典型肺炎,0.0,0.0,2016-9
艾滋病,144.0,15.0,2016-9
病毒性肝炎,1970.0,2.0,2016-9
甲型肝炎,33.0,0.0,2016-9
乙型肝炎,1377.0,1.0,2016-9
丙型肝炎,288.0,0.0,2016-9
丁型肝炎,4.0,0.0,2016-9
戊型肝炎,157.0,1.0,2016-9
肝炎未分型,111.0,0.0,2016-9
脊髓灰质炎,0.0,0.0,2016-9
人感染高致病性禽流感,0.0,0.0,2016-9
麻疹,9.0,0.0,2016-9
流行性出血热,11.0,0.0,2016-9
狂犬病,3.0,3.0,2016-9
流行性乙型脑炎,2.0,0.0,2016-9
登革热,8.0,0.0,2016-9
炭疽,0.0,0.0,2016-9
细菌性和阿米巴性痢疾,245.0,0.0,2016-9
肺结核,2965.0,7.0,2016-9
伤寒与副伤寒,62.0,0.0,2016-9
流行性脑脊髓膜炎,0.0,0.0,2016-9
百日咳,6.0,0.0,2016-9
白喉,0.0,0.0,2016-9
新生儿破伤风,1.0,0.0,2016-9
猩红热,65.0,0.0,2016-9
布鲁氏菌病,4.0,0.0,2016-9
淋病,1449.0,0.0,2016-9
梅毒,3393.0,0.0,2016-9
钩端螺旋体病,6.0,0.0,2016-9
血吸虫病,0.0,0.0,2016-9
疟疾,15.0,0.0,2016-9
人感染H7N9禽流感,0.0,0.0,2016-9
丙类传染病合计,15067.0,0.0,2016-9
流行性感冒,204.0,0.0,2016-9
流行性腮腺炎,713.0,0.0,2016-9
风疹,2.0,0.0,2016-9
急性出血性结膜炎,62.0,0.0,2016-9
麻风病,0.0,0.0,2016-9
斑疹伤寒,0.0,0.0,2016-9
黑热病,0.0,0.0,2016-9
包虫病,0.0,0.0,2016-9
丝虫病,0.0,0.0,2016-9
其它感染性腹泻病,8218.0,0.0,2016-9
手足口病,5868.0,0.0,2016-9
甲乙丙类总计,31532.0,40.0,2017-1
甲乙类传染病合计,8360.0,39.0,2017-1
鼠疫,0.0,0.0,2017-1
霍乱,0.0,0.0,2017-1
传染性非典型肺炎,0.0,0.0,2017-1
艾滋病,76.0,18.0,2017-1
病毒性肝炎,1723.0,0.0,2017-1
甲型肝炎,40.0,0.0,2017-1
乙型肝炎,1183.0,0.0,2017-1
丙型肝炎,253.0,0.0,2017-1
丁型肝炎,1.0,0.0,2017-1
戊型肝炎,138.0,0.0,2017-1
肝炎未分型,108.0,0.0,2017-1
脊髓灰质炎,0.0,0.0,2017-1
人感染高致病性禽流感,0.0,0.0,2017-1
麻疹,5.0,0.0,2017-1
流行性出血热,47.0,0.0,2017-1
狂犬病,1.0,1.0,2017-1
流行性乙型脑炎,0.0,0.0,2017-1
登革热,5.0,0.0,2017-1
炭疽,0.0,0.0,2017-1
细菌性和阿米巴性痢疾,106.0,0.0,2017-1
肺结核,2250.0,9.0,2017-1
伤寒与副伤寒,20.0,0.0,2017-1
流行性脑脊髓膜炎,0.0,0.0,2017-1
百日咳,3.0,0.0,2017-1
白喉,0.0,0.0,2017-1
新生儿破伤风,3.0,0.0,2017-1
猩红热,158.0,0.0,2017-1
布鲁氏菌病,8.0,0.0,2017-1
淋病,1439.0,0.0,2017-1
梅毒,2455.0,0.0,2017-1
钩端螺旋体病,0.0,0.0,2017-1
血吸虫病,0.0,0.0,2017-1
疟疾,26.0,0.0,2017-1
人感染H7N9禽流感,35.0,11.0,2017-1
丙类传染病合计,23172.0,1.0,2017-1
流行性感冒,2007.0,0.0,2017-1
流行性腮腺炎,294.0,0.0,2017-1
风疹,4.0,0.0,2017-1
急性出血性结膜炎,50.0,0.0,2017-1
麻风病,0.0,0.0,2017-1
斑疹伤寒,0.0,0.0,2017-1
黑热病,0.0,0.0,2017-1
包虫病,1.0,0.0,2017-1
丝虫病,0.0,0.0,2017-1
其它感染性腹泻病,15033.0,0.0,2017-1
手足口病,5783.0,1.0,2017-1
甲乙丙类总计,28459.0,46.0,2017-10
甲乙类传染病合计,10730.0,45.0,2017-10
鼠疫,0.0,0.0,2017-10
霍乱,0.0,0.0,2017-10
传染性非典型肺炎,0.0,0.0,2017-10
艾滋病,112.0,36.0,2017-10
病毒性肝炎,1829.0,2.0,2017-10
甲型肝炎,40.0,0.0,2017-10
乙型肝炎,1356.0,2.0,2017-10
丙型肝炎,217.0,0.0,2017-10
丁型肝炎,1.0,0.0,2017-10
戊型肝炎,125.0,0.0,2017-10
肝炎未分型,90.0,0.0,2017-10
脊髓灰质炎,0.0,0.0,2017-10
人感染高致病性禽流感,0.0,0.0,2017-10
麻疹,3.0,0.0,2017-10
流行性出血热,18.0,0.0,2017-10
狂犬病,1.0,1.0,2017-10
流行性乙型脑炎,0.0,0.0,2017-10
登革热,115.0,0.0,2017-10
炭疽,0.0,0.0,2017-10
细菌性和阿米巴性痢疾,175.0,0.0,2017-10
肺结核,3061.0,6.0,2017-10
伤寒与副伤寒,38.0,0.0,2017-10
流行性脑脊髓膜炎,1.0,0.0,2017-10
百日咳,15.0,0.0,2017-10
白喉,0.0,0.0,2017-10
新生儿破伤风,0.0,0.0,2017-10
猩红热,129.0,0.0,2017-10
布鲁氏菌病,4.0,0.0,2017-10
淋病,2033.0,0.0,2017-10
梅毒,3180.0,0.0,2017-10
钩端螺旋体病,3.0,0.0,2017-10
血吸虫病,2.0,0.0,2017-10
疟疾,11.0,0.0,2017-10
人感染H7N9禽流感,0.0,0.0,2017-10
丙类传染病合计,17729.0,1.0,2017-10
流行性感冒,1220.0,0.0,2017-10
流行性腮腺炎,559.0,0.0,2017-10
风疹,6.0,0.0,2017-10
急性出血性结膜炎,48.0,0.0,2017-10
麻风病,2.0,0.0,2017-10
斑疹伤寒,0.0,0.0,2017-10
黑热病,0.0,0.0,2017-10
包虫病,0.0,0.0,2017-10
丝虫病,0.0,0.0,2017-10
其它感染性腹泻病,6528.0,0.0,2017-10
手足口病,9366.0,1.0,2017-10
甲乙丙类总计,26418.0,34.0,2017-11
甲乙类传染病合计,10683.0,34.0,2017-11
鼠疫,0.0,0.0,2017-11
霍乱,0.0,0.0,2017-11
传染性非典型肺炎,0.0,0.0,2017-11
艾滋病,191.0,26.0,2017-11
病毒性肝炎,2019.0,0.0,2017-11
甲型肝炎,36.0,0.0,2017-11
乙型肝炎,1458.0,0.0,2017-11
丙型肝炎,281.0,0.0,2017-11
丁型肝炎,0.0,0.0,2017-11
戊型肝炎,145.0,0.0,2017-11
肝炎未分型,99.0,0.0,2017-11
脊髓灰质炎,0.0,0.0,2017-11
人感染高致病性禽流感,0.0,0.0,2017-11
麻疹,1.0,0.0,2017-11
流行性出血热,30.0,0.0,2017-11
狂犬病,1.0,0.0,2017-11
流行性乙型脑炎,2.0,0.0,2017-11
登革热,12.0,0.0,2017-11
炭疽,0.0,0.0,2017-11
细菌性和阿米巴性痢疾,106.0,0.0,2017-11
肺结核,3098.0,8.0,2017-11
伤寒与副伤寒,24.0,0.0,2017-11
流行性脑脊髓膜炎,1.0,0.0,2017-11
百日咳,23.0,0.0,2017-11
白喉,0.0,0.0,2017-11
新生儿破伤风,0.0,0.0,2017-11
猩红热,186.0,0.0,2017-11
布鲁氏菌病,8.0,0.0,2017-11
淋病,1959.0,0.0,2017-11
梅毒,3012.0,0.0,2017-11
钩端螺旋体病,1.0,0.0,2017-11
血吸虫病,1.0,0.0,2017-11
疟疾,8.0,0.0,2017-11
人感染H7N9禽流感,0.0,0.0,2017-11
丙类传染病合计,15735.0,0.0,2017-11
流行性感冒,693.0,0.0,2017-11
流行性腮腺炎,456.0,0.0,2017-11
风疹,8.0,0.0,2017-11
急性出血性结膜炎,44.0,0.0,2017-11
麻风病,0.0,0.0,2017-11
斑疹伤寒,1.0,0.0,2017-11
黑热病,0.0,0.0,2017-11
包虫病,0.0,0.0,2017-11
丝虫病,0.0,0.0,2017-11
其它感染性腹泻病,6784.0,0.0,2017-11
手足口病,7749.0,0.0,2017-11
甲乙丙类总计,48894.0,29.0,2017-12
甲乙类传染病合计,9880.0,29.0,2017-12
鼠疫,0.0,0.0,2017-12
霍乱,0.0,0.0,2017-12
传染性非典型肺炎,0.0,0.0,2017-12
艾滋病,213.0,21.0,2017-12
病毒性肝炎,1790.0,0.0,2017-12
甲型肝炎,16.0,0.0,2017-12
乙型肝炎,1288.0,0.0,2017-12
丙型肝炎,261.0,0.0,2017-12
丁型肝炎,2.0,0.0,2017-12
戊型肝炎,142.0,0.0,2017-12
肝炎未分型,81.0,0.0,2017-12
脊髓灰质炎,0.0,0.0,2017-12
人感染高致病性禽流感,0.0,0.0,2017-12
麻疹,4.0,0.0,2017-12
流行性出血热,55.0,0.0,2017-12
狂犬病,2.0,2.0,2017-12
流行性乙型脑炎,0.0,0.0,2017-12
登革热,2.0,0.0,2017-12
炭疽,0.0,0.0,2017-12
细菌性和阿米巴性痢疾,111.0,0.0,2017-12
肺结核,2747.0,6.0,2017-12
伤寒与副伤寒,21.0,0.0,2017-12
流行性脑脊髓膜炎,0.0,0.0,2017-12
百日咳,12.0,0.0,2017-12
白喉,0.0,0.0,2017-12
新生儿破伤风,0.0,0.0,2017-12
猩红热,289.0,0.0,2017-12
布鲁氏菌病,8.0,0.0,2017-12
淋病,1956.0,0.0,2017-12
梅毒,2662.0,0.0,2017-12
钩端螺旋体病,0.0,0.0,2017-12
血吸虫病,0.0,0.0,2017-12
疟疾,8.0,0.0,2017-12
人感染H7N9禽流感,0.0,0.0,2017-12
丙类传染病合计,39014.0,0.0,2017-12
流行性感冒,6274.0,0.0,2017-12
流行性腮腺炎,377.0,0.0,2017-12
风疹,9.0,0.0,2017-12
急性出血性结膜炎,44.0,0.0,2017-12
麻风病,2.0,0.0,2017-12
斑疹伤寒,0.0,0.0,2017-12
黑热病,0.0,0.0,2017-12
包虫病,0.0,0.0,2017-12
丝虫病,0.0,0.0,2017-12
其它感染性腹泻病,24020.0,0.0,2017-12
手足口病,8288.0,0.0,2017-12
甲乙丙类总计,31509.0,34.0,2017-2
甲乙类传染病合计,9192.0,34.0,2017-2
鼠疫,0.0,0.0,2017-2
霍乱,0.0,0.0,2017-2
传染性非典型肺炎,0.0,0.0,2017-2
艾滋病,112.0,15.0,2017-2
病毒性肝炎,2098.0,0.0,2017-2
甲型肝炎,63.0,0.0,2017-2
乙型肝炎,1457.0,0.0,2017-2
丙型肝炎,280.0,0.0,2017-2
丁型肝炎,4.0,0.0,2017-2
戊型肝炎,178.0,0.0,2017-2
肝炎未分型,116.0,0.0,2017-2
脊髓灰质炎,0.0,0.0,2017-2
人感染高致病性禽流感,0.0,0.0,2017-2
麻疹,10.0,0.0,2017-2
流行性出血热,27.0,0.0,2017-2
狂犬病,1.0,1.0,2017-2
流行性乙型脑炎,0.0,0.0,2017-2
登革热,2.0,0.0,2017-2
炭疽,0.0,0.0,2017-2
细菌性和阿米巴性痢疾,83.0,0.0,2017-2
肺结核,2551.0,7.0,2017-2
伤寒与副伤寒,17.0,0.0,2017-2
流行性脑脊髓膜炎,0.0,0.0,2017-2
百日咳,11.0,0.0,2017-2
白喉,0.0,0.0,2017-2
新生儿破伤风,0.0,0.0,2017-2
猩红热,73.0,0.0,2017-2
布鲁氏菌病,15.0,0.0,2017-2
淋病,1360.0,0.0,2017-2
梅毒,2796.0,0.0,2017-2
钩端螺旋体病,0.0,0.0,2017-2
血吸虫病,0.0,0.0,2017-2
疟疾,14.0,0.0,2017-2
人感染H7N9禽流感,22.0,11.0,2017-2
丙类传染病合计,22317.0,0.0,2017-2
流行性感冒,1497.0,0.0,2017-2
流行性腮腺炎,293.0,0.0,2017-2
风疹,3.0,0.0,2017-2
急性出血性结膜炎,40.0,0.0,2017-2
麻风病,0.0,0.0,2017-2
斑疹伤寒,0.0,0.0,2017-2
黑热病,0.0,0.0,2017-2
包虫病,0.0,0.0,2017-2
丝虫病,0.0,0.0,2017-2
其它感染性腹泻病,18637.0,0.0,2017-2
手足口病,1847.0,0.0,2017-2
甲乙丙类总计,29345.0,40.0,2017-3
甲乙类传染病合计,11991.0,40.0,2017-3
鼠疫,0.0,0.0,2017-3
霍乱,0.0,0.0,2017-3
传染性非典型肺炎,0.0,0.0,2017-3
艾滋病,172.0,22.0,2017-3
病毒性肝炎,2767.0,0.0,2017-3
甲型肝炎,77.0,0.0,2017-3
乙型肝炎,1935.0,0.0,2017-3
丙型肝炎,397.0,0.0,2017-3
丁型肝炎,0.0,0.0,2017-3
戊型肝炎,245.0,0.0,2017-3
肝炎未分型,113.0,0.0,2017-3
脊髓灰质炎,0.0,0.0,2017-3
人感染高致病性禽流感,0.0,0.0,2017-3
麻疹,47.0,0.0,2017-3
流行性出血热,22.0,0.0,2017-3
狂犬病,1.0,1.0,2017-3
流行性乙型脑炎,0.0,0.0,2017-3
登革热,0.0,0.0,2017-3
炭疽,0.0,0.0,2017-3
细菌性和阿米巴性痢疾,84.0,0.0,2017-3
肺结核,3525.0,13.0,2017-3
伤寒与副伤寒,30.0,0.0,2017-3
流行性脑脊髓膜炎,0.0,0.0,2017-3
百日咳,22.0,0.0,2017-3
白喉,0.0,0.0,2017-3
新生儿破伤风,2.0,0.0,2017-3
猩红热,169.0,0.0,2017-3
布鲁氏菌病,12.0,0.0,2017-3
淋病,1606.0,0.0,2017-3
梅毒,3511.0,0.0,2017-3
钩端螺旋体病,0.0,0.0,2017-3
血吸虫病,0.0,0.0,2017-3
疟疾,19.0,0.0,2017-3
人感染H7N9禽流感,2.0,4.0,2017-3
丙类传染病合计,17354.0,0.0,2017-3
流行性感冒,1832.0,0.0,2017-3
流行性腮腺炎,487.0,0.0,2017-3
风疹,8.0,0.0,2017-3
急性出血性结膜炎,58.0,0.0,2017-3
麻风病,0.0,0.0,2017-3
斑疹伤寒,0.0,0.0,2017-3
黑热病,0.0,0.0,2017-3
包虫病,0.0,0.0,2017-3
丝虫病,0.0,0.0,2017-3
其它感染性腹泻病,12608.0,0.0,2017-3
手足口病,2361.0,0.0,2017-3
甲乙丙类总计,23074.0,25.0,2017-4
甲乙类传染病合计,11418.0,24.0,2017-4
鼠疫,0.0,0.0,2017-4
霍乱,0.0,0.0,2017-4
传染性非典型肺炎,0.0,0.0,2017-4
艾滋病,162.0,15.0,2017-4
病毒性肝炎,2473.0,0.0,2017-4
甲型肝炎,54.0,0.0,2017-4
乙型肝炎,1808.0,0.0,2017-4
丙型肝炎,313.0,0.0,2017-4
丁型肝炎,4.0,0.0,2017-4
戊型肝炎,213.0,0.0,2017-4
肝炎未分型,81.0,0.0,2017-4
脊髓灰质炎,0.0,0.0,2017-4
人感染高致病性禽流感,0.0,0.0,2017-4
麻疹,75.0,0.0,2017-4
流行性出血热,22.0,1.0,2017-4
狂犬病,0.0,0.0,2017-4
流行性乙型脑炎,0.0,0.0,2017-4
登革热,0.0,0.0,2017-4
炭疽,0.0,0.0,2017-4
细菌性和阿米巴性痢疾,120.0,0.0,2017-4
肺结核,3326.0,8.0,2017-4
伤寒与副伤寒,30.0,0.0,2017-4
流行性脑脊髓膜炎,3.0,0.0,2017-4
百日咳,23.0,0.0,2017-4
白喉,0.0,0.0,2017-4
新生儿破伤风,1.0,0.0,2017-4
猩红热,248.0,0.0,2017-4
布鲁氏菌病,23.0,0.0,2017-4
淋病,1735.0,0.0,2017-4
梅毒,3168.0,0.0,2017-4
钩端螺旋体病,0.0,0.0,2017-4
血吸虫病,0.0,0.0,2017-4
疟疾,5.0,0.0,2017-4
人感染H7N9禽流感,4.0,0.0,2017-4
丙类传染病合计,11656.0,1.0,2017-4
流行性感冒,1197.0,1.0,2017-4
流行性腮腺炎,572.0,0.0,2017-4
风疹,14.0,0.0,2017-4
急性出血性结膜炎,49.0,0.0,2017-4
麻风病,2.0,0.0,2017-4
斑疹伤寒,0.0,0.0,2017-4
黑热病,0.0,0.0,2017-4
包虫病,0.0,0.0,2017-4
丝虫病,0.0,0.0,2017-4
其它感染性腹泻病,6166.0,0.0,2017-4
手足口病,3656.0,0.0,2017-4
甲乙丙类总计,28432.0,26.0,2017-5
甲乙类传染病合计,12328.0,26.0,2017-5
鼠疫,0.0,0.0,2017-5
霍乱,0.0,0.0,2017-5
传染性非典型肺炎,0.0,0.0,2017-5
艾滋病,150.0,11.0,2017-5
病毒性肝炎,2275.0,0.0,2017-5
甲型肝炎,50.0,0.0,2017-5
乙型肝炎,1580.0,0.0,2017-5
丙型肝炎,325.0,0.0,2017-5
丁型肝炎,2.0,0.0,2017-5
戊型肝炎,230.0,0.0,2017-5
肝炎未分型,88.0,0.0,2017-5
脊髓灰质炎,0.0,0.0,2017-5
人感染高致病性禽流感,0.0,0.0,2017-5
麻疹,106.0,0.0,2017-5
流行性出血热,36.0,0.0,2017-5
狂犬病,1.0,1.0,2017-5
流行性乙型脑炎,0.0,0.0,2017-5
登革热,5.0,0.0,2017-5
炭疽,0.0,0.0,2017-5
细菌性和阿米巴性痢疾,270.0,0.0,2017-5
肺结核,3524.0,11.0,2017-5
伤寒与副伤寒,43.0,0.0,2017-5
流行性脑脊髓膜炎,0.0,1.0,2017-5
百日咳,30.0,0.0,2017-5
白喉,0.0,0.0,2017-5
新生儿破伤风,1.0,0.0,2017-5
猩红热,365.0,0.0,2017-5
布鲁氏菌病,22.0,0.0,2017-5
淋病,1953.0,0.0,2017-5
梅毒,3520.0,0.0,2017-5
钩端螺旋体病,1.0,0.0,2017-5
血吸虫病,0.0,0.0,2017-5
疟疾,23.0,0.0,2017-5
人感染H7N9禽流感,3.0,2.0,2017-5
丙类传染病合计,16104.0,0.0,2017-5
流行性感冒,714.0,0.0,2017-5
流行性腮腺炎,729.0,0.0,2017-5
风疹,18.0,0.0,2017-5
急性出血性结膜炎,69.0,0.0,2017-5
麻风病,3.0,0.0,2017-5
斑疹伤寒,0.0,0.0,2017-5
黑热病,0.0,0.0,2017-5
包虫病,1.0,0.0,2017-5
丝虫病,0.0,0.0,2017-5
其它感染性腹泻病,6969.0,0.0,2017-5
手足口病,7601.0,0.0,2017-5
甲乙丙类总计,36248.0,40.0,2017-6
甲乙类传染病合计,11950.0,40.0,2017-6
鼠疫,0.0,0.0,2017-6
霍乱,0.0,0.0,2017-6
传染性非典型肺炎,0.0,0.0,2017-6
艾滋病,189.0,27.0,2017-6
病毒性肝炎,2199.0,1.0,2017-6
甲型肝炎,45.0,0.0,2017-6
乙型肝炎,1572.0,1.0,2017-6
丙型肝炎,278.0,0.0,2017-6
丁型肝炎,2.0,0.0,2017-6
戊型肝炎,203.0,0.0,2017-6
肝炎未分型,99.0,0.0,2017-6
脊髓灰质炎,0.0,0.0,2017-6
人感染高致病性禽流感,0.0,0.0,2017-6
麻疹,40.0,0.0,2017-6
流行性出血热,46.0,0.0,2017-6
狂犬病,2.0,2.0,2017-6
流行性乙型脑炎,0.0,0.0,2017-6
登革热,11.0,0.0,2017-6
炭疽,0.0,0.0,2017-6
细菌性和阿米巴性痢疾,237.0,0.0,2017-6
肺结核,3335.0,9.0,2017-6
伤寒与副伤寒,45.0,0.0,2017-6
流行性脑脊髓膜炎,0.0,0.0,2017-6
百日咳,51.0,0.0,2017-6
白喉,0.0,0.0,2017-6
新生儿破伤风,0.0,0.0,2017-6
猩红热,317.0,0.0,2017-6
布鲁氏菌病,22.0,0.0,2017-6
淋病,1977.0,0.0,2017-6
梅毒,3462.0,0.0,2017-6
钩端螺旋体病,0.0,0.0,2017-6
血吸虫病,0.0,0.0,2017-6
疟疾,16.0,0.0,2017-6
人感染H7N9禽流感,1.0,1.0,2017-6
丙类传染病合计,24298.0,0.0,2017-6
流行性感冒,457.0,0.0,2017-6
流行性腮腺炎,742.0,0.0,2017-6
风疹,15.0,0.0,2017-6
急性出血性结膜炎,59.0,0.0,2017-6
麻风病,3.0,0.0,2017-6
斑疹伤寒,0.0,0.0,2017-6
黑热病,0.0,0.0,2017-6
包虫病,0.0,0.0,2017-6
丝虫病,0.0,0.0,2017-6
其它感染性腹泻病,8081.0,0.0,2017-6
手足口病,14941.0,0.0,2017-6
甲乙丙类总计,37063.0,34.0,2017-7
甲乙类传染病合计,11894.0,34.0,2017-7
鼠疫,0.0,0.0,2017-7
霍乱,0.0,0.0,2017-7
传染性非典型肺炎,0.0,0.0,2017-7
艾滋病,164.0,26.0,2017-7
病毒性肝炎,2091.0,0.0,2017-7
甲型肝炎,46.0,0.0,2017-7
乙型肝炎,1494.0,0.0,2017-7
丙型肝炎,275.0,0.0,2017-7
丁型肝炎,1.0,0.0,2017-7
戊型肝炎,178.0,0.0,2017-7
肝炎未分型,97.0,0.0,2017-7
脊髓灰质炎,0.0,0.0,2017-7
人感染高致病性禽流感,0.0,0.0,2017-7
麻疹,18.0,0.0,2017-7
流行性出血热,33.0,0.0,2017-7
狂犬病,2.0,2.0,2017-7
流行性乙型脑炎,6.0,0.0,2017-7
登革热,10.0,0.0,2017-7
炭疽,0.0,0.0,2017-7
细菌性和阿米巴性痢疾,289.0,0.0,2017-7
肺结核,3349.0,5.0,2017-7
伤寒与副伤寒,43.0,0.0,2017-7
流行性脑脊髓膜炎,0.0,0.0,2017-7
百日咳,39.0,0.0,2017-7
白喉,0.0,0.0,2017-7
新生儿破伤风,0.0,0.0,2017-7
猩红热,170.0,0.0,2017-7
布鲁氏菌病,9.0,0.0,2017-7
淋病,2076.0,0.0,2017-7
梅毒,3573.0,1.0,2017-7
钩端螺旋体病,1.0,0.0,2017-7
血吸虫病,2.0,0.0,2017-7
疟疾,19.0,0.0,2017-7
人感染H7N9禽流感,0.0,0.0,2017-7
丙类传染病合计,25169.0,0.0,2017-7
流行性感冒,1409.0,0.0,2017-7
流行性腮腺炎,866.0,0.0,2017-7
风疹,9.0,0.0,2017-7
急性出血性结膜炎,78.0,0.0,2017-7
麻风病,0.0,0.0,2017-7
斑疹伤寒,0.0,0.0,2017-7
黑热病,0.0,0.0,2017-7
包虫病,0.0,0.0,2017-7
丝虫病,0.0,0.0,2017-7
其它感染性腹泻病,9848.0,0.0,2017-7
手足口病,12959.0,0.0,2017-7
甲乙丙类总计,35858.0,30.0,2017-8
甲乙类传染病合计,12396.0,30.0,2017-8
鼠疫,0.0,0.0,2017-8
霍乱,2.0,0.0,2017-8
传染性非典型肺炎,0.0,0.0,2017-8
艾滋病,164.0,21.0,2017-8
病毒性肝炎,1996.0,0.0,2017-8
甲型肝炎,45.0,0.0,2017-8
乙型肝炎,1380.0,0.0,2017-8
丙型肝炎,276.0,0.0,2017-8
丁型肝炎,1.0,0.0,2017-8
戊型肝炎,199.0,0.0,2017-8
肝炎未分型,95.0,0.0,2017-8
脊髓灰质炎,0.0,0.0,2017-8
人感染高致病性禽流感,0.0,0.0,2017-8
麻疹,9.0,0.0,2017-8
流行性出血热,12.0,0.0,2017-8
狂犬病,1.0,1.0,2017-8
流行性乙型脑炎,7.0,0.0,2017-8
登革热,233.0,0.0,2017-8
炭疽,0.0,0.0,2017-8
细菌性和阿米巴性痢疾,266.0,0.0,2017-8
肺结核,3493.0,8.0,2017-8
伤寒与副伤寒,67.0,0.0,2017-8
流行性脑脊髓膜炎,0.0,0.0,2017-8
百日咳,57.0,0.0,2017-8
白喉,0.0,0.0,2017-8
新生儿破伤风,0.0,0.0,2017-8
猩红热,103.0,0.0,2017-8
布鲁氏菌病,13.0,0.0,2017-8
淋病,2164.0,0.0,2017-8
梅毒,3794.0,0.0,2017-8
钩端螺旋体病,0.0,0.0,2017-8
血吸虫病,0.0,0.0,2017-8
疟疾,15.0,0.0,2017-8
人感染H7N9禽流感,0.0,0.0,2017-8
丙类传染病合计,23462.0,0.0,2017-8
流行性感冒,7709.0,0.0,2017-8
流行性腮腺炎,642.0,0.0,2017-8
风疹,8.0,0.0,2017-8
急性出血性结膜炎,50.0,0.0,2017-8
麻风病,2.0,0.0,2017-8
斑疹伤寒,2.0,0.0,2017-8
黑热病,0.0,0.0,2017-8
包虫病,0.0,0.0,2017-8
丝虫病,0.0,0.0,2017-8
其它感染性腹泻病,11110.0,0.0,2017-8
手足口病,3939.0,0.0,2017-8
甲乙丙类总计,79341.0,37.0,2018-1
甲乙类传染病合计,9782.0,35.0,2018-1
鼠疫,0.0,0.0,2018-1
