"","date","value","disease_1","disease","source"
"8478",2021-09-01,49,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"8479",2021-09-01,1264,"新型冠状病毒肺炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8480",2021-09-01,35535,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"8481",2021-09-01,12606,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"8482",2021-09-01,90,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"8483",2021-09-01,2321,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"8484",2021-09-01,24,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8485",2021-09-01,211,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"8486",2021-09-01,17,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8487",2021-09-01,296,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"8488",2021-09-01,0,"丝虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8489",2021-09-01,86635,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"8490",2021-10-01,0,"鼠疫",NA,"Monthly Notifiable Infectious Diseases Reports"
"8491",2021-10-01,2,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"8492",2021-10-01,0,"非典",NA,"Monthly Notifiable Infectious Diseases Reports"
"8493",2021-10-01,5357,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"8494",2021-10-01,118664,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8495",2021-10-01,940,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"8496",2021-10-01,95942,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"8497",2021-10-01,19157,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"8498",2021-10-01,24,"丁肝",NA,"Monthly Notifiable Infectious Diseases Reports"
"8499",2021-10-01,1846,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"8500",2021-10-01,755,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8501",2021-10-01,0,"脊髓灰质炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8502",2021-10-01,678,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"8503",2021-10-01,19,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8504",2021-10-01,39,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"8505",2021-10-01,6,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"8506",2021-10-01,38,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"8507",2021-10-01,3745,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"8508",2021-10-01,61391,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"8509",2021-10-01,655,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"8510",2021-10-01,7,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8511",2021-10-01,825,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"8512",2021-10-01,0,"白喉",NA,"Monthly Notifiable Infectious Diseases Reports"
"8513",2021-10-01,3,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"8514",2021-10-01,1634,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"8515",2021-10-01,3622,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"8516",2021-10-01,10720,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"8517",2021-10-01,40900,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"8518",2021-10-01,81,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8519",2021-10-01,6,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8520",2021-10-01,46,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"8521",2021-10-01,1081,"新型冠状病毒肺炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8522",2021-10-01,53346,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"8523",2021-10-01,11116,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"8524",2021-10-01,101,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"8525",2021-10-01,1994,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"8526",2021-10-01,21,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8527",2021-10-01,190,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"8528",2021-10-01,11,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8529",2021-10-01,207,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"8530",2021-10-01,0,"丝虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8531",2021-10-01,132070,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"8532",2021-11-01,0,"鼠疫",NA,"Monthly Notifiable Infectious Diseases Reports"
"8533",2021-11-01,0,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"8534",2021-11-01,0,"传染性非典型肺炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8535",2021-11-01,6493,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"8536",2021-11-01,126320,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8537",2021-11-01,1026,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"8538",2021-11-01,102598,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"8539",2021-11-01,19858,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"8540",2021-11-01,18,"丁肝",NA,"Monthly Notifiable Infectious Diseases Reports"
"8541",2021-11-01,2055,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"8542",2021-11-01,765,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8543",2021-11-01,0,"脊髓灰质炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8544",2021-11-01,0,"人感染高致病性禽流感",NA,"Monthly Notifiable Infectious Diseases Reports"
"8545",2021-11-01,2120,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"8546",2021-11-01,11,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8547",2021-11-01,14,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"8548",2021-11-01,5,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"8549",2021-11-01,18,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"8550",2021-11-01,2775,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"8551",2021-11-01,61753,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"8552",2021-11-01,524,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"8553",2021-11-01,3,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8554",2021-11-01,1148,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"8555",2021-11-01,0,"白喉",NA,"Monthly Notifiable Infectious Diseases Reports"
"8556",2021-11-01,2,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"8557",2021-11-01,2717,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"8558",2021-11-01,3649,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"8559",2021-11-01,11119,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"8560",2021-11-01,42174,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"8561",2021-11-01,31,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8562",2021-11-01,3,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8563",2021-11-01,62,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"8564",2021-11-01,0,"人感染H7N9禽流感",NA,"Monthly Notifiable Infectious Diseases Reports"
"8565",2021-11-01,1581,"新型冠状病毒肺炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8566",2021-11-01,110691,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"8567",2021-11-01,11881,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"8568",2021-11-01,119,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"8569",2021-11-01,2218,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"8570",2021-11-01,28,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8571",2021-11-01,155,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"8572",2021-11-01,21,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8573",2021-11-01,209,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"8574",2021-11-01,0,"丝虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8575",2021-11-01,113473,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"8576",2021-12-01,0,"鼠疫",NA,"Monthly Notifiable Infectious Diseases Reports"
"8577",2021-12-01,0,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"8578",2021-12-01,0,"传染性非典型肺炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8579",2021-12-01,7490,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"8580",2021-12-01,133390,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8581",2021-12-01,1068,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"8582",2021-12-01,108157,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"8583",2021-12-01,20895,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"8584",2021-12-01,37,"丁肝",NA,"Monthly Notifiable Infectious Diseases Reports"
"8585",2021-12-01,2369,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"8586",2021-12-01,864,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8587",2021-12-01,0,"脊髓灰质炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8588",2021-12-01,0,"人感染高致病性禽流感",NA,"Monthly Notifiable Infectious Diseases Reports"
"8589",2021-12-01,2402,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"8590",2021-12-01,8,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8591",2021-12-01,4,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"8592",2021-12-01,3,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"8593",2021-12-01,18,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"8594",2021-12-01,2807,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"8595",2021-12-01,61788,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"8596",2021-12-01,487,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"8597",2021-12-01,10,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8598",2021-12-01,2254,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"8599",2021-12-01,0,"白喉",NA,"Monthly Notifiable Infectious Diseases Reports"
"8600",2021-12-01,1,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"8601",2021-12-01,3983,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"8602",2021-12-01,4919,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"8603",2021-12-01,11264,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"8604",2021-12-01,42321,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"8605",2021-12-01,39,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8606",2021-12-01,4,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8607",2021-12-01,72,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"8608",2021-12-01,0,"人感染H7N9禽流感",NA,"Monthly Notifiable Infectious Diseases Reports"
"8609",2021-12-01,3490,"新型冠状病毒肺炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8610",2021-12-01,249046,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"8611",2021-12-01,10892,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"8612",2021-12-01,158,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"8613",2021-12-01,2513,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"8614",2021-12-01,30,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8615",2021-12-01,91,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"8616",2021-12-01,25,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8617",2021-12-01,327,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"8618",2021-12-01,0,"丝虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8619",2021-12-01,74421,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"8620",2022-01-01,0,"鼠疫",NA,"Monthly Notifiable Infectious Diseases Reports"
"8621",2022-01-01,1,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"8622",2022-01-01,0,"传染性非典型肺炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8623",2022-01-01,3109,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"8624",2022-01-01,132430,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8625",2022-01-01,956,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"8626",2022-01-01,109531,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"8627",2022-01-01,18704,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"8628",2022-01-01,27,"丁肝",NA,"Monthly Notifiable Infectious Diseases Reports"
"8629",2022-01-01,2530,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"8630",2022-01-01,682,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8631",2022-01-01,0,"脊髓灰质炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8632",2022-01-01,0,"人感染高致病性禽流感",NA,"Monthly Notifiable Infectious Diseases Reports"
"8633",2022-01-01,781,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"8634",2022-01-01,13,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8635",2022-01-01,9,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"8636",2022-01-01,0,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"8637",2022-01-01,10,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"8638",2022-01-01,2169,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"8639",2022-01-01,61697,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"8640",2022-01-01,405,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"8641",2022-01-01,13,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8642",2022-01-01,2354,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"8643",2022-01-01,0,"白喉",NA,"Monthly Notifiable Infectious Diseases Reports"
"8644",2022-01-01,1,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"8645",2022-01-01,3232,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"8646",2022-01-01,4396,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"8647",2022-01-01,9273,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"8648",2022-01-01,39586,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"8649",2022-01-01,8,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8650",2022-01-01,4,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8651",2022-01-01,26,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"8652",2022-01-01,0,"人感染H7N9禽流感",NA,"Monthly Notifiable Infectious Diseases Reports"
"8653",2022-01-01,3825,"新型冠状病毒肺炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8654",2022-01-01,364176,"丙类传染病合计",NA,"Monthly Notifiable Infectious Diseases Reports"
"8655",2022-01-01,230714,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"8656",2022-01-01,6570,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"8657",2022-01-01,70,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"8658",2022-01-01,1811,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"8659",2022-01-01,32,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8660",2022-01-01,63,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"8661",2022-01-01,22,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8662",2022-01-01,347,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"8663",2022-01-01,0,"丝虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8664",2022-01-01,44183,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"8665",2022-02-01,0,"鼠疫",NA,"Monthly Notifiable Infectious Diseases Reports"
"8666",2022-02-01,0,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"8667",2022-02-01,0,"传染性非典型肺炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8668",2022-02-01,3364,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"8669",2022-02-01,117382,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8670",2022-02-01,830,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"8671",2022-02-01,96787,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"8672",2022-02-01,16733,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"8673",2022-02-01,23,"丁肝",NA,"Monthly Notifiable Infectious Diseases Reports"
"8674",2022-02-01,2443,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"8675",2022-02-01,566,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8676",2022-02-01,0,"脊髓灰质炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8677",2022-02-01,0,"人感染高致病性禽流感",NA,"Monthly Notifiable Infectious Diseases Reports"
"8678",2022-02-01,330,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"8679",2022-02-01,7,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8680",2022-02-01,1,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"8681",2022-02-01,0,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"8682",2022-02-01,9,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"8683",2022-02-01,2043,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"8684",2022-02-01,52596,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"8685",2022-02-01,280,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"8686",2022-02-01,9,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8687",2022-02-01,2576,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"8688",2022-02-01,0,"白喉",NA,"Monthly Notifiable Infectious Diseases Reports"
"8689",2022-02-01,1,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"8690",2022-02-01,990,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"8691",2022-02-01,4689,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"8692",2022-02-01,6979,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"8693",2022-02-01,34683,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"8694",2022-02-01,2,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8695",2022-02-01,5,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8696",2022-02-01,30,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"8697",2022-02-01,0,"人感染H7N9禽流感",NA,"Monthly Notifiable Infectious Diseases Reports"
"8698",2022-02-01,3387,"新型冠状病毒肺炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8699",2022-02-01,98696,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"8700",2022-02-01,4491,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"8701",2022-02-01,55,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"8702",2022-02-01,1561,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"8703",2022-02-01,28,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8704",2022-02-01,38,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"8705",2022-02-01,23,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8706",2022-02-01,213,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"8707",2022-02-01,0,"丝虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8708",2022-02-01,18134,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"8709",2022-03-01,0,"鼠疫",NA,"Monthly Notifiable Infectious Diseases Reports"
"8710",2022-03-01,1,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"8711",2022-03-01,0,"传染性非典型肺炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8712",2022-03-01,5020,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"8713",2022-03-01,140574,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8714",2022-03-01,1050,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"8715",2022-03-01,114003,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"8716",2022-03-01,21722,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"8717",2022-03-01,23,"丁肝",NA,"Monthly Notifiable Infectious Diseases Reports"
"8718",2022-03-01,3131,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"8719",2022-03-01,645,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8720",2022-03-01,0,"脊髓灰质炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8721",2022-03-01,0,"人感染高致病性禽流感",NA,"Monthly Notifiable Infectious Diseases Reports"
"8722",2022-03-01,344,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"8723",2022-03-01,8,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8724",2022-03-01,2,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"8725",2022-03-01,2,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"8726",2022-03-01,15,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"8727",2022-03-01,2836,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"8728",2022-03-01,73110,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"8729",2022-03-01,408,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"8730",2022-03-01,10,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8731",2022-03-01,3747,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"8732",2022-03-01,0,"白喉",NA,"Monthly Notifiable Infectious Diseases Reports"
"8733",2022-03-01,1,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"8734",2022-03-01,1848,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"8735",2022-03-01,6656,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"8736",2022-03-01,8886,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"8737",2022-03-01,46978,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"8738",2022-03-01,5,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8739",2022-03-01,5,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8740",2022-03-01,31,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"8741",2022-03-01,0,"人感染H7N9禽流感",NA,"Monthly Notifiable Infectious Diseases Reports"
"8742",2022-03-01,41577,"新型冠状病毒肺炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8743",2022-03-01,133184,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"8744",2022-03-01,10001,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"8745",2022-03-01,98,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"8746",2022-03-01,2559,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"8747",2022-03-01,35,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8748",2022-03-01,36,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"8749",2022-03-01,30,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8750",2022-03-01,338,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"8751",2022-03-01,0,"丝虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"8752",2022-03-01,33287,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"8753",2022-04-01,0,"鼠疫",NA,"Monthly Notifiable Infectious Diseases Reports"
"8754",2022-04-01,0,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"8755",2022-04-01,0,"传染性非典型肺炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8756",2022-04-01,3837,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"8757",2022-04-01,117617,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8758",2022-04-01,896,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"8759",2022-04-01,95933,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"8760",2022-04-01,17712,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"8761",2022-04-01,22,"丁肝",NA,"Monthly Notifiable Infectious Diseases Reports"
"8762",2022-04-01,2525,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"8763",2022-04-01,529,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8764",2022-04-01,0,"脊髓灰质炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"8765",2022-04-01,0,"人感染高致病性禽流感",NA,"Monthly Notifiable Infectious Diseases Reports"
